# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  0
25  0
30  1
35  1
40  1
45  2
50  2
55  1
60  0
65  1
70  0
75  0
80  0
85  0
90  0
95  0
100  1
105  1
110  1
115  1
120  1
125  2
130  1
135  1
140  1
145  1
150  3
155  2
160  2
165  2
170  2
175  2
