# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  0
25  0
30  1
35  0
40  1
45  1
50  2
55  1
60  2
65  1
70  0
75  0
80  0
85  0
90  0
95  0
100  1
105  0
110  0
115  0
120  0
125  1
130  1
135  1
140  1
145  1
150  1
155  1
160  0
165  0
170  1
175  1
