# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  0
35  0
40  0
45  0
50  0
55  1
60  1
65  1
70  1
75  1
80  1
85  0
90  1
95  0
100  0
105  0
110  1
115  1
120  1
125  1
130  0
135  0
140  0
145  0
150  0
155  1
160  1
165  1
170  0
175  0
